id,type,text1,text2,text3,notes
SGB_Quench_Clo,SHIP,"淬火联队的领机，只有各个淬火联队的{ACE 才有资格驾驶，这架淬火-级猎机经过了大量个性化改造，其不仅搭载有大量武器装备，而且还进一步强化了其护甲结构以及盾效，作为每一个编队组的头号领机，一组小队的支援也是必不可少的。",,,
#战机变种
SGB_Ares_DogFight,SHIP,阿瑞斯的制空型号，代号为Ares-S79；这种舰载机几乎和原型号不搭边，其大幅度的外形和体系更改都在各个层面上让它成为了一种全然不同的东西 - 一种空雷拦截机，内置的投射仓安装了市面上常见的毒刺-级空雷，为了防止因战机速度使得高速空雷滞存造成的误伤，此武器被限制为只能在点防需求下进行开火。
SGB_Ares_Assault,SHIP,阿瑞斯的打击型号，代号为Ares-A08；比起原型号，它牺牲了部分极速，换取了更加强大的防护以及更加骇人听闻的火力，小型舰船那轻薄的护甲在它那三门内置榴弹枪的爆发之下显得微不足道，而面对重甲舰船，它也可以依靠填弹加速器迅速成为对方的眼中钉；但必须指出的是 - 由于短时间内的大量开火，战机会很快过热，并进入一定时间的疲软期来从中恢复。
SGB_Agatha_DogFight,SHIP,阿加莎的制空型号，代号为Agatha-D30；其设计目标就是在饱和防空的同时，填补防空系列之中缺少的反舰能力，依靠其配有的三挺头针-哨戒炮、无固定槽的速转力臂系统炮塔以及额外调试的点防御AI系统，Agatha-D30总是能迅速在空战中蒸发大量路过的轻甲目标，并在集群时依靠可怕的爆发能力在数个回合内摧毁敌方落单的倒霉鬼。
SGB_Axio_Coop,SHIP,阿克西奥的协同型号，代号为Axio-S02；这种舰载机几乎和原型号不搭边，其大幅度的外形和体系更改都在各个层面上让它成为了一种全然不同的东西 - 一种极端的幅能投射器。然而由于这种武器对于轰炸机而言还是过于挤占空间，并严重影响了理论精度，导致这种武器在舰载机上仍旧需要抵近到将近300su内可以准备开火。
SGB_Axio_DogFight,SHIP,阿克西奥的制空型号，代号为Axio-D51；此舰载机丢弃了原型号作为轰炸机的武备，并强行焊接了防空炮等诸多防空武器，让它像一座外置炮塔一样辅助舰队进行拦截。
SGB_Axio_Assault,SHIP,阿克西奥的打击型号，代号为Axio-K02；这种舰载机几乎和原型号不搭边，其大幅度的外形和体系更改都在各个层面上让它成为了一种全然不同的东西 - 一种大型的熔解束炮艇，其主要作战风格便是依靠强大的防护能力强行抵近敌舰，并在随后依靠内置的黑箱武器瞬间熔解对方。
SGB_Pin,WEAPON,一种简单的，但是经过极致微缩化的火神炮，携带更加具有危害性的不稳定钢弹头来达到更极限的出膛速度。
SGB_PinTwi,WEAPON,一种简单的，但是经过极致微缩化的双联火神炮，拥有整整两挺用来发射不稳定钢弹头的枪管。
SGB_ShockerShade,WEAPON,极端的能量体发射器，其打出的大量离子团若在消散前接触到任何实体目标，就将产生极大的扰乱反应，随后无数电子就会呈现出让机修部很不开心的化学反应。
SGB_FerricOxide,WEAPON,几乎就是缩小化的离子束，大量外露的结构虽让它不太美观，而且它的实际单体效果也实在难以恭维，但依靠这种最原始的减压手段能几乎规避任何由于武器小型化而导致光束节点快速过热自熔毁的可能性。
SGB_Temperom,WEAPON,"一种黑箱武器，原理不明，但是可以被生产；其发射的粒子束对现有的大多数装甲层都是毁灭性的，其庞大的能量粒子会摧毁装甲分子结构的稳定性，随后崩解熔毁。",1071.294659596
SGB_Curlor,WEAPON,原本是一种专门为战机设计的钢针发射器，由于发明企业已经在几十个星历年前因为输掉了商业官司而关门大吉，各种进一步小型化的数据已经不再可考，不过这种武器仍旧还在被链戍以阵列式成批装载到舰船上进行使用。
SGB_Barb,WEAPON,小型速射火炮，装载的弹头采用自反应原理，所以仍能在这种大小下呈现出比较稳定的弹道和可观的杀伤力。
SGB_Screws,WEAPON,一种更有效的刚性弹头小型轻机枪，螺钉基本上和市面上流通的轻机枪类似，但后者的武器AI系统更优先选择进行点防，并不像前者 - 螺钉则专注它的实际本职工作，也就是优先执行反护盾打击任务。
SGB_ScrewsTwi,WEAPON,一种更有效的刚性弹头小型双联轻机枪，为了联发而缩小化了弹头的实际大小，双联螺钉基本上和市面上流通的轻型双管机枪类似，但后者的武器AI系统更优先选择进行点防，并不像前者 - 双联螺钉则专注它的实际本职工作，也就是优先执行反护盾打击任务。
SGB_AirGrenade,WEAPON,一种设计较为古老的联发空雷射仓系统，由于链戍丢失了对应弹药的生产蓝图，导致这种射仓只能在经过一定处理后搭载市面上最常见的毒刺-级空雷；从实战上讲，将许多空雷丢在一个飞机上来把敌舰载机炸的皮开肉绽永远不会过时。
SGB_SGL,WEAPON,一种小型轨道枪，用于把高爆榴弹以较高的速度打出去，得益于其微小的体型，其主要被列装在舰载机上。
SGB_HighSpeed_flarelauncher,SHIP_SYSTEM,一次释放大量具有优良追踪性能的广域诱饵弹，大约需要十秒才能完成二次装填。
SGB_Fighter_damper,SHIP_SYSTEM,利用强烈的空间共振来阻滞附近的粒子，在极短时间内降低约30%舰载机所受伤害，舰载机不能在这段时间内开火。
SGB_Decoy,WEAPON,一次释放大量具有优良追踪性能的广域诱饵弹，会追击其作用范围内的敌对目标予以拦截，可以十分有效的提前解决袭击落单舰船的舰载机小队。
SGB_Coahuilite,WEAPON,"陨铁阵列能够快速发射大量亚常规口径的小型破片榴弹，这使得此武器能在不增加幅能系统压力的前提下快速制造一片弹幕。由于炮管在高速射击时事故频出，最终导致武器从一开始的双联变成了四联以增加炮管寿命 - 但仍旧遗传了那差的要命的精度问题。

炮台内室除保养以及维修时间外都不应有任何人员进入，以杜绝因可能的气压剧变造成非战斗人员损伤。"
SGB_Acidslay,WEAPON,"酸性渣-电浆发射器是一种具有一定范围后效的武器，虽然在大多数情况下并不会造成什么威胁。不过一旦其击穿目标护甲并在目标内部发生反应，就能造成非常严重的后果。"
#船只简介,,,,,,
SGB_Anoyas,SHIP,"盎亚斯-级原本是一种小型模块化运输舰船，和水牛有着一些相似之处，链戍集团军在原战斗舰船的基础上进行了调整，并将其改造成一种极为高效的运输船，而这艘经过了货物运输改造。充足的武备使得其不会那么容易被各路海盗盯上。但无论如何 - 盎亚斯-级仍旧只是民用级别的舰船，大量搭载的武器严重影响了其机动能力，需要短时间过载动力系统才能做出一定的反应，当导弹消耗完毕的时候，就是盎亚斯-级命不久矣的时候。",,,
SGB_Anoyas_Tanker,SHIP,"盎亚斯-级原本是一种小型模块化运输舰船，和水牛有着一些相似之处，链戍集团军在原战斗舰船的基础上进行了调整，并将其改造成一种极为高效的运输船，而这艘经过了燃料运输改造。充足的武备使得其不会那么容易被各路海盗盯上。但无论如何 - 盎亚斯-级仍旧只是民用级别的舰船，大量搭载的武器严重影响了其机动能力，需要短时间过载动力系统才能做出一定的反应，当导弹消耗完毕的时候，就是盎亚斯-级命不久矣的时候。",,,
SGB_Buffalo,SHIP,"基于水牛-级货舰的衍生舰种。在适当的军事化后，将部分货舱改为舰载机仓来对试图埋伏运输队的敌人倾泻货物 - 当然，这些货物往往是舰载机所搭载的炮弹。

目前，星域中不仅充斥着风险与暴力，且绝大数冲突经常都是因为一丁点的资源或轻微的蔑视而瞬间爆发起来的。由于军用级舰船有时并不能及时达现场，因此一些聪明的工程师转而对那些原本毫无威胁的民用船体进行改造，以满足这方面的需求。

虽由水牛-级船体框架改进而来，但因改造范围相当怪异，因此该舰也被公认为是一种毫无用途的舰船。依靠从运输效果上砍出的舰载机空间，使其在运输方面不能较好的达成任务，却只能在战斗时起到极少的作用。",,,
SGB_SoftMelting,SHIP,"作为经过一系列加固措施的辉腾-级改型，软熔-级具有它的前辈所不具备的良好防护能力，这些额外加装的护甲挤占了大量老旧的炮塔和排幅管设计，但也同样为其装载了自动填弹的导弹机；出于对安全的考虑，存放易燃易爆物品的仓库 - 热诱弹，被替换成了更稳定的发动机设施，让软熔-级能在危机四伏的战场上具备战略转移的能力。

虽然这么说，但本质上大量护甲的加装并不是多么合理的操作，这种改造在一定程度上降低了这条舰船本就不多的货舱载荷以及那少的可怜的散幅绩效。"
SGB_Mould,SHIP,"浇铸-级是巨像-级重型货舰的改型版本，浇铸-级安置了大量的导弹发射仓，并内置了一门用于采矿作业的钻探冲击波；而其内置的狼疮导弹供弹设备直接连接至舰体内部的生产纳米炉，当运输队遇袭时，浇铸-级能远远的为整个队伍提供支援。",,,
SGB_Ceaies,SHIP,"为应对边缘星系日益增长的海盗骚扰，链戍集团军 通过了对杜普利-级的一次武装化改革，凯斯-级准护卫舰作为最终设计产物得以量产，相较于原型，其变化巨大，良好的隔离性发动机、更加工业风的外观、易于维修的模块化处理，以及大量的武装槽成功的令其具备了一定程度上的优秀护卫能力。",,,
SGB_Duplin,SHIP,"杜普利-级在风筝-级的基础上进行了大范围改造，毕竟在失重环境中，流线型设计的意义并没有多大，所以链戍集团军的设计师们对风筝-级的内部空间进行了大刀阔斧的改革，使得它拥有了两个炮台位，并内置了一对机枪用来对敌人还击，但顶置炮台最终还是被挪除，用于分配被新炮台挤占的舰内空间。

其亦具有强大的引擎，不过同样的：在失重环境且并未开启机动推进器的情况下，其机动性能仍有所欠缺。",,,
SGB_Redmond,SHIP,"这种舰艇的个头并不大，但其内部的空间规划相当有趣，同时其具备的小型导弹发射模块能让他一定程度上针对敌方的小型舰船。但其本身作为一种运输船，它并不坚固 - 一旦它的护甲被击穿，随便什么炮火就可以迅速蒸发掉它那高效利用的结构。",,,
SGB_Felix,SHIP,"费利克斯-级内部的空间规划相当有趣，同时其内置了一对导弹模块 - 在配合能对敌人护盾施加压力的舰船时，费利克斯-级总能找准机会发射一片弹幕。",,,
SGB_Wiesios,SHIP,"得益于全舰都在围绕那极度暴躁的引擎而设计，维索斯-级具备护卫舰之中优异的速度，同时其武器系统采用了类似锤头-级的操控模块，这使得其在面对一定火力时仍旧可以依靠优秀的爆发骚扰敌方，并协助己方大型舰船。携带的追踪诱饵弹也能让维索斯-级具备良好的生存能力，成组的维索斯-级也可以强行吃掉不成形的敌人非主力舰队。",,,
SGB_Sumner,SHIP,"萨姆纳-级拥有丰富的槽位以及护卫舰中优秀的护甲。善于依靠强大的导弹投射火力对敌人进行骚扰打击；但某些舰长更喜欢驾驶它冲到敌人的面前，并利用其高效的爆发能力瞬间击毁敌人。",,,
SGB_Posmous,SHIP,"波斯摩斯-级内置了一对钢针发射器在舰体正前方。这也是最终导致其被分类为轻型驱逐舰的主要原因 - 长度。得益于波斯摩斯-级独特的发动机设计方案，在战斗中它具备着良好的机动能力，同时其经过特化调谐的护盾可以更迅速的进行反应。一般情况下，这种舰体主要运用于支援以及鱼雷发射，但因其部署简单的特性，所以实际应用起来相当广泛。",,,
SGB_Posmous_2,SHIP,"这艘波斯摩斯-级在早期就接受了来自链戍集团军的系统重建改造，此舰的槽位为了搭载新型系统以及更多的护甲做出了一定的迭代升级，并如同一把匕首 - 在战斗中以难以捉摸的行动来迅速扎入敌人所能显露的一切破绽。

波斯摩斯-级内置了一对钢针发射器在舰体正前方。这也是最终导致其被分类为轻型驱逐舰的主要原因 - 长度。得益于波斯摩斯-级独特的发动机设计方案，在战斗中它具备着良好的机动能力，同时其经过特化调谐的护盾可以更迅速的进行反应。一般情况下，这种舰体主要运用于支援以及鱼雷发射，但因其部署简单的特性，所以实际应用起来相当广泛。",,,
SGB_Hammies,SHIP,"海姆斯-级继承了原型锤头-级的优点并进一步加强了防护能力，位于舰船前端的剑桥被移至后方，获得更好视野的同时，令前端得以放下一处新的武器挂点。独特的隔离式发动机减少了因战斗机的干扰而导致舰船引擎频繁掉线的隐患，虽然舰船在一定程度上牺牲了更多的常态机动性，但得益于实验性的舰船突进系统，海姆斯-级获得了其原型所不具备的极强的近身缠斗能力。其常常会在热断-级的带领下突入战场。",,,
SGB_Fleamut,SHIP,"热断-级作为一种更为极端化的破军-级舰体打击特化改型，进行了不计成本的单舰优化，虽然大量内部设施都被用于匹配那独特的跃进系统，但就算比原型失去些许武器槽位，也完全不能掩盖其出色的爆发能力，数艘同时出现的热断-级将如同鬣狗般将它们的敌人封锁、蹂躏，并最终在一阵爆炸中分尸。

热断-级的设计虽然很早就被定下，但没人料到它会最终变成这个样子。破军-级被选作设计底稿只是源自于设计局内部闲聊的一场机缘巧合，而其舰船系统也只是同样来自于针对海姆斯-级舰船系统升级的一次良性系统错误。最终链戍工程师们费尽全力成功复现了这个系统缺陷，并在保证了这个问题的稳定运行后创造出了这么一种令人胆寒的舰船设计。"
SGB_Fleamut_2,SHIP,"这艘热断-级是极为少见的早期原装舰船，其只经过了必要的调整来适配如今的武器装备，相比于大多数现存的热断-级，此舰船仍旧遵循着最开始的护甲模式 - 在完全不影响耗散的情况下使用了更坚固且不影响机动性的贵重护甲板块。得益于舰船系统所带来的瞬间突进能力，其在战场上能宛若一把长矛 - 将混杂在舰队之中，并在敌人露出破绽之时狠狠扎入敌人的咽喉。

热断-级作为一种更为极端化的破军-级舰体打击特化改型，进行了不计成本的单舰优化，虽然大量内部设施都被用于匹配那独特的跃进系统，但就算比原型失去些许武器槽位，也完全不能掩盖其出色的爆发能力，数艘同时出现的热断-级将如同鬣狗般将它们的敌人封锁、蹂躏，并最终在一阵爆炸中分尸。

热断-级的设计虽然很早就被定下，但没人料到它会最终变成这个样子。破军-级被选作设计底稿只是源自于设计局内部闲聊的一场机缘巧合，而其舰船系统也只是同样来自于针对海姆斯-级舰船系统升级的一次良性系统错误。最终链戍工程师们费尽全力成功复现了这个系统缺陷，并在保证了这个问题的稳定运行后创造出了这么一种令人胆寒的舰船设计。"
SGB_Cindotch,SHIP,"辛多奇-级的名字本质上是词组Cinder north的复合词，而后者是 出渣口 的意思；虽然名字听起来并不怎么体面，但辛多奇-级在战场上总能稳定的对敌方舰船施压，并时刻为友方舰船保驾护航。

在老道的佣兵口中有着""突击性能比较强的肉坨坨""的美称。

绝不是一艘会开加力的太空坦克。"
SGB_HexagonalScreen,SHIP,"六角筛-级是一种从链戍舰队序列中被淘汰的军用后勤舰船，其位置已被更廉价的盎亚斯-级武装驳船所取代 - 虽说官方通告如此，但这种被拆卸了军事级计算系统的大铁块仍旧在以民用舰船的身份活跃在星海之中。

六角筛-级的舰船系统十分稳定，其原因据悉为当时所存在的一种恶性系统漏洞，这种漏洞会使得舰船系统对各种问题做出极端反应。在经过一系列复现与调整后，这使得不慎陷入战斗的六角筛-级总能保证自己的资源消耗被控制在最低值 - 从而让它能稳定运行更长时间，即使它的武备让大多数人都不想这么做。"
SGB_HexagonalScreen_C,SHIP,"这艘六角筛-级经过了一定的改造，在不影响自身运输能力的情况下于船体结构中挖出了一片甲板区域。六角筛-级是一种从链戍舰队序列中被淘汰的军用后勤舰船，其位置已被更廉价的盎亚斯-级武装驳船所取代 - 虽说官方通告如此，但这种被拆卸了军事级计算系统的大铁块仍旧在以民用舰船的身份活跃在星海之中。

六角筛-级的舰船系统十分稳定，其原因据悉为当时所存在的一种恶性系统漏洞，这种漏洞会使得舰船系统对各种问题做出极端反应。在经过一系列复现与调整后，这使得不慎陷入战斗的六角筛-级总能保证自己的资源消耗被控制在最低值 - 从而让它能稳定运行更长时间，即使它的武备让大多数人都不想这么做。"
SGB_Jolt,SHIP,"一艘被称作小巧且凶猛的舰船，但在了解他它的实际分级后，就会发现它在同级中的体积大小完全算不上合规。震实-级最大的特色便是其额外的内部甲板，这些后备力量可以在紧急情况下快速部署，而那藏匿在大型挂点之下的隐秘槽位偶尔会出奇制胜。

作为第二十七战斗群的常见舰船之一，震实-级在竞标之初曾作为巡洋舰竞选，但由于火力密度问题而落标。最终设计方以一种难以理解的方式将舰船内的配置进行了降级 - 更换为驱逐级别的处理系统，并令其以一种啼笑皆非的方式得到了招标，值得一提的是，震实-级与雕锻-级的设计都来自同一设计局。

曾在竞标中落败于阿斯凯迪-级。",,,
SGB_Jolt_2,SHIP,"这艘震实-级是极为少见的早期原装舰船，其只经过了必要的调整来适配如今的武器装备，相比于大多数现存的震实-级，此舰船的幅能系统抗压能力更高，并且也具备更稳定的推进系统；一艘被称作小巧且凶猛的舰船，但在了解他它的实际分级后，就会发现它在同级中的体积大小完全算不上合规。震实-级最大的特色便是其额外的内部甲板，这些后备力量可以在紧急情况下快速部署，而那藏匿在大型挂点之下的隐秘槽位偶尔会出奇制胜。

作为第二十七战斗群的常见舰船之一，震实-级在竞标之初曾作为巡洋舰竞选，但由于火力密度问题而落标。最终设计方以一种难以理解的方式将舰船内的配置进行了降级 - 更换为驱逐级别的处理系统，并令其以一种啼笑皆非的方式得到了招标，值得一提的是，震实-级与雕锻-级的设计都来自同一设计局。

曾在竞标中落败于阿斯凯迪-级。",,,
SGB_Bastard,SHIP,"迅捷且幅能网强劲的战斗机，为了简化成本，其设计的诸多成效均参考了臭名昭著的短剑级 - 但在前者的基础上大幅强化了幅能系统，用以长时间带动战机所具备的武备。

其出现的目的就是为了彻底挤占短剑的所有市场。",,,
# Old ---
SGB_Ogent,SHIP,"欧贞特-级最大的特色在于其模块化的生产维护方式，这使得其异常易于生产部署，其具备良好的巡航速度，作战风格趋向于利用大量实弹武器追击敌方舰船，并以绝对的狼群数量撕碎敌方的大型舰船。",,,
SGB_Davington,SHIP,"达文波特-级拥有着凶残的导弹投射能力，经验丰富的舰长会驾驶这艘舰船凶猛的追击对方的舰船并斩杀敌方，但会选择好时间，因为达文波特-级并不具备很优秀的点防系统。其内置的台风级死神鱼雷是其制胜的一大法宝。",,,
SGB_Whip,SHIP,"鞭绽-级具有独特的内置导弹发射台，其善于在战场中后方进行作战支援 - 亦或是携带足够庞大的终结打击鱼雷杀入战场，并随后顶开敌人那被死神鱼雷撕裂的船身继续前进;大多数情况下，鞭绽-级那独特的防御导弹发射台可以应对大量来自敌人的导弹或战机编队，从而为其他舰船的突击创造有利条件。",,,
SGB_Aligate,SHIP,"阿利盖特-级和阿利库替-级非常类似，但与后者不同。这艘舰船更偏向于航母定位，其具备的甲板以及维护设施可轻松支持两个编队的战机需求。",,,
SGB_Alicuty,SHIP,"阿利库替-级和阿利盖特-级非常类似，但与后者不同。这艘舰船更偏向于驱逐定位，其被压缩的甲板空间只可支持一组编队战机部署，但额外配置的炮台以及空出的内部空间使得它可以在战场上有更丰富的表现。",,,
SGB_Achilles,SHIP,"得益于内置的装弹系统，阿基里斯-级无论是作为一柄锤或是一把弩，都能将它的威力稳稳地释放在敌人的舰船之上，内置的狼疮导弹也能在紧要关头迅速扭转局面；虽然此舰设计美学并不讨喜，但在战场上往往由激进的舰长们要求驾驶，并狠狠重击他们所面对的敌人。",,,
SGB_Snapdragon,SHIP,"火钳-级的其前半部分原本是甲板，在经过改造后变成了新的炮塔位 - 这种操作进一步挤占了舰船内的空间，使得火钳-级在接受私人化调整时略微有些棘手，难以支撑住大量的插件改造。此舰在理论上拥有着不亚于雄鹰-级的凶残火力，并且夸张的大量混合槽位可以支持各类能被各路舰长想出的各种邪门配置，用以最大限度的膈应敌人。

火钳-级其实并非链戍自己原创的设计类型，其原型是链戍曾经从核心星域撤离时，来自{英仙座联盟}的护卫援助舰队之中大量携带的一种舰船 - 这些曾经援助链戍的舰船有相当一部分被英仙座联盟赠与了当时衰败的链戍用以进行一定的基础护卫工作。此后，这些在如此重要历史节点中的舰船给链戍军民留下了非常良好的印象，并在诸多倡议下被采购、改造、乃至最终得到了链戍的反向破译 - 而英仙座联盟也并未对此多说些什么。此后火钳-级逐渐在链戍的军舰队伍之中崭露头角，并让不少赏金猎人在接到来自速子和霸主的最新请求后厌烦的破口大骂。

但此舰设计改造也导致许多维护人员会对曾经是甲板仓的火控舱室破口大骂 - 毕竟为了不影响舰船设计，内部大量为航母服务于舰载机的舰船内部架构被大量遗留，但又充斥了火控系统的大量管线和探测设施，可谓是狠狠的膈应到了几乎所有被分配到火钳-级上的后勤人员，他们也戏称自己为{钳炉灰 - 毫无价值，遍地都是，而且浑身被灰尘搞得乌漆嘛黑的可替代品。"
SGB_Falcon,SHIP,"在外观上就能明显的看出其底稿为猎鹰-级轻型巡洋舰，这艘猎鹰-级接受了来自链戍集团军的系统重建改造，这在一定程度上削弱了舰船原本理论上的极速和幅能极限，但得益于链戍集团军的特异化引擎，舰船在遭遇战之前的全速机动仍旧相比老型号略胜一筹。"
SGB_Falcon_2,SHIP,"在外观上就能明显的看出其底稿为猎鹰-级轻型巡洋舰，这艘猎鹰-级在早期就接受了来自链戍集团军的系统重建改造，后续的一系列恢复性建设也拉回了此舰船应有的基础面板效能，此舰还额外加装了鞭绽-级支援舰上的防御导弹，同时得益于链戍集团军的特异化引擎，舰船在遭遇战前的全速机动则全面优胜于老型号。"
SGB_Eagle,SHIP,"在外观上就能明显的看出其底稿为雄鹰-级巡洋舰，这艘雄鹰-级接受了来自链戍集团军的系统重建改造，这在一定程度上削弱了舰船原本理论上的极速和幅能极限，但得益于链戍集团军的特异化引擎，舰船在遭遇战之前的全速机动仍旧相比老型号略胜一筹。"
SGB_Eagle_2,SHIP,"在外观上就能明显的看出其底稿为雄鹰-级巡洋舰，这艘雄鹰-级在早期就接受了来自链戍集团军的系统重建改造，后续的一系列恢复性建设也拉回了此舰船应有的基础面板效能，此舰还额外加装了小型防御导弹，同时得益于链戍集团军的特异化引擎，舰船在遭遇战前的全速机动则全面优胜于老型号。"
SGB_Carving,SHIP,"若不是因为其采用了巡洋级的修改适配端口，雕锻-级绝不可能被称呼为一艘巡洋舰。雕锻-级内置的防空阵列虽然有着令人惊愕的后坐力，但也正因如此，雕锻-级同样能以恐怖的效率将其面朝的大片空域划作禁飞区，将一切小型导弹集群以及护甲不优秀的LPC中队瞬间溺死在破片海之中。

在这种舰船正式服役后，许多舰长发现雕锻-级那巡洋级的系统并不复杂 - 至少不像主力舰一样难以更改。所以在舰队中，修改舰船的安全系统线路成了很多激进舰组的乐趣，这种行为最终导致军部出台了相应的严苛法案 - 因为这种违规操作有损舰船寿命，而且严重、赤裸的暴露了链戍伪装这艘舰船实际战力的目的。"
SGB_Carving_SD,SHIP,"这艘雕锻-级出现的场合以及它身上的涂装就能让人能十分清楚的了解到这艘舰船的归属权 - 或者真的是这样吗？在经过一定的数据诊断后，很容易就可以发现这艘舰船并没有经过任何来自辛达强权方面的军委部门以及某位领袖的监督，甚至它的大多数系统后门都与标准版没有任何区别。

更何况这与辛达强权现有的改造相比，几乎就是明智改装 - 由此可以确认此类舰船绝非出自于辛达强权的船坞内。关于此舰船的来历，许多道听途说的理由都指向链戍和辛达强权的不为人知的合作。

若不是因为其采用了巡洋级的修改适配端口，雕锻-级绝不可能被称呼为一艘巡洋舰。雕锻-级内置的防空阵列虽然有着令人惊愕的后坐力，但也正因如此，雕锻-级同样能以恐怖的效率将其面朝的大片空域划作禁飞区，将一切小型导弹集群以及护甲不优秀的LPC中队瞬间溺死在破片海之中。

在这种舰船正式服役后，许多舰长发现雕锻-级那巡洋级的系统并不复杂 - 至少不像主力舰一样难以更改。所以在舰队中，修改舰船的安全系统线路成了很多激进舰组的乐趣，这种行为最终导致军部出台了相应的严苛法案 - 因为这种违规操作有损舰船寿命，而且严重、赤裸的暴露了链戍伪装这艘舰船实际战力的目的。"
SGB_Ascaedy,SHIP,"阿斯凯迪-级浓缩密集的武器配置，同时还盈余出了舰载机的空间。内置的炮台螺旋系统可以使其具备极度优秀的反应能力。作为一种航空巡洋舰，阿斯凯迪-级在战场上的发挥很简单 - 突击到最前线，随后用自身密集的火力试着在敌人阵线上撕开一个口子。",,,
#SGB_Anvil,SHIP,"铸砧-级具备优异的导弹投射能力，其火力配置极为凶残 - 搭载了大量高速装填导弹系统，并具备相当罕见的淬火部署系统；设计上，铸砧-级往往应该位于前线附近提供支援，但几乎所有舰长都更乐意冲上去使用其搭载的凶残炮火快速解决问题。得益于其具备的大量高速装填导弹模块，铸砧-级即使在面对小船集群时也有着相当快速且主动的应对能力。",,,
SGB_Anvil,SHIP,"铸砧-级作为一艘军用级后勤运输舰船，其具有着难以想象的优异导弹投射能力，其火力配置极为凶残 - 在拥有大量高速导弹巢的同时，也配置了相当罕见的淬火部署系统；设计上，铸砧-级往往作为一种缓慢的火力支点，在必要的情况下临时卸载货物，并在其他舰船的协同下依靠自身的装甲来强行冲击敌人。得益于其具备的大量高速装填导弹模块，小型的护卫舰狼群难以在不付出代价的前提下来对铸砧-级造成决定性损伤。",,,
SGB_Stress,SHIP,"应力-级进一步延申了鹰系家族的荣耀，其良好的机动性以及较为多样的装配手段能使其在战场上担任诸多定位 - 虽说在大多情况下其都是承担远程压制这一职位，并在紧急时刻立即转场；其在链戍教本的作用下，能在遭遇战中与巡洋级舰船一同突入战场中央，并随后建立一座稳固的桥头堡。

应力-级的设计是在链戍前往英仙座的途中完成的，并在首都 Aouintes 完成了初试校验与量产，现存蓝图已在霸主针对首都的打击行动后遗失，现存舰船只有极少数仍具有其初始理论战力；在许多时候，应力-级都被视为足够硬朗的，具备一定控场效能的雄鹰-级上位 - 即使维护也因此水涨船高,但对比起其他的战列舰，应力-级的维护则是完全在可接受范围内；应力-级的槽位在诸多主力舰中略显贫庸，但并不算差的基础幅能则能在自身机动力的加持下保证这些槽位的稳定火力，以及特殊情况下的追击效能。

其最大的问题与来自后勤人员的诟病便是其自身的装甲维护需求 - 主要是喷漆以及防护层的定期维护，这一切都是因为他那完全内置于装甲内部的左右侧翼引擎，以及其喷射而出的近乎紧贴舰船护甲层的常年灼热所导致的，这也为其在全星系的维护人员中赢得了 装甲自残-级 的良好恶名。

尽管作为一艘链戍集团军的主力舰，却并没有内置导弹发射器，这倒的确是一件新颖的事情。",,,
SGB_Stress_2,SHIP,"这艘应力-级是极为少见的早期原装舰船，其只经过了必要的调整来适配如今的武器装备，相比于大多数现存的应力-级，此舰船有着几乎全面提升的优良属性；极为优秀的机动性以及丰富的应变手段能使其在战场上担任诸多定位 - 无论是支援、压制还是斩杀；其在链戍教本的作用下，能在遭遇战中与巡洋级舰船一同突入战场中央，并随后建立一座稳固的桥头堡。

应力-级的设计是在链戍前往英仙座的途中完成的，并在首都 Aouintes 完成了初试校验与量产，现存蓝图已在霸主针对首都的打击行动后遗失，这艘舰船便是仍具有其初始理论战力的原装型号；在许多时候，应力-级都被视为足够硬朗的，具备一定控场效能的雄鹰-级上位 - 即使维护也因此水涨船高,但对比起其他的战列舰，应力-级的维护则是完全在可接受范围内；应力-级的槽位在诸多主力舰中略显贫庸，但并不算差的基础幅能则能在自身机动力的加持下保证这些槽位的稳定火力，以及特殊情况下的追击效能。

其最大的问题与来自后勤人员的诟病便是其自身的装甲维护需求 - 主要是喷漆以及防护层的定期维护，这一切都是因为他那完全内置于装甲内部的左右侧翼引擎，以及其喷射而出的近乎紧贴舰船护甲层的常年灼热所导致的，这也为其在全星系的维护人员中赢得了 装甲自残-级 的良好恶名。",,,
SGB_Ductility,SHIP,"延性-级的存量相当稀少，在英仙座的图纸已全部丢失。现存的所有延性-级都只是远古时代的存货。这些独特的枢纽具备恐怖的战机投射能力，其内部具有的极为复杂的黑箱系统在占满幅能管道后能够复制大量舰载机 - 并且会自动无人化这些LPC - 并投射到整个战场。

现存的延性-级经过了大量现代化改造，但其本身仍旧是不可重新制造的远古存货。"
SGB_Ductility_2,SHIP,"这艘延性-级是极为少见的早期原装舰船，其只经过了必要的调整来适配如今的武器装备，相比于大多数现存的延性-级，此舰船具有更好的机动能力以及额外的甲板区域，这使得它能投放更多的无人机蜂群来淹没所有敌人。

延性-级的存量相当稀少，在英仙座的图纸已全部丢失。现存的所有延性-级都只是远古时代的存货。这些独特的枢纽具备恐怖的战机投射能力，其内部具有的极为复杂的黑箱系统在占满幅能管道后能够复制大量舰载机 - 并且会自动无人化这些LPC - 并投射到整个战场。

现存的延性-级经过了大量现代化改造，但其本身仍旧是不可重新制造的远古存货。"
